selector,experiment,model,r2,rmse,adj_r2,rse,best_params
no_selection,baseline,LinearRegression,0.03777835184328682,1.7977112506594697,-0.3881619338389082,2.1595551363833514,
no_selection,baseline,Lasso_scaled,0.2983144093667869,1.535160027671327,-0.01229610485925936,1.844157520687405,
no_selection,baseline,RandomForest,0.2618759943141419,1.5745158599894837,-0.06486447182793342,1.891434907307831,
no_selection,baseline,LightGBM,0.28203299270000215,1.5528682786007246,-0.03578470843526205,1.8654300939312545,
