,0
SpAbs_Dzi,484.1886116991581
SpMax_Dzi,484.1886116991581
SpDiam_Dzi,484.1886116991581
SpAD_Dzi,484.1886116991581
SpMAD_Dzi,484.1886116991581
LogEE_Dzi,484.1886116991581
SM1_Dzi,484.1886116991581
VE1_Dzi,484.1886116991581
VE2_Dzi,484.1886116991581
VE3_Dzi,484.1886116991581
VR1_Dzi,484.1886116991581
VR2_Dzi,484.1886116991581
VR3_Dzi,484.1886116991581
BertzCT,0.0
nBonds,484.1886116991581
nBondsO,484.1886116991581
nBondsS,484.1886116991581
nBondsD,484.1886116991581
nBondsT,484.1886116991581
nBondsA,484.1886116991581
nBondsM,484.1886116991581
nBondsKS,484.1886116991581
nBondsKD,484.1886116991581
C1SP1,484.1886116991581
C2SP1,484.1886116991581
C1SP2,484.1886116991581
C2SP2,484.1886116991581
C3SP2,484.1886116991581
C1SP3,484.1886116991581
C2SP3,484.1886116991581
C3SP3,484.1886116991581
C4SP3,484.1886116991581
FCSP3,484.1886116991581
Xch-3d,484.1886116991581
Xch-4d,484.1886116991581
Xch-5d,484.1886116991581
Xch-6d,484.1886116991581
Xch-7d,484.1886116991581
Xch-3dv,484.1886116991581
Xch-4dv,484.1886116991581
Xch-5dv,484.1886116991581
Xch-6dv,484.1886116991581
Xch-7dv,484.1886116991581
Xc-3d,484.1886116991581
Xc-4d,484.1886116991581
Xc-5d,484.1886116991581
Xc-6d,484.1886116991581
Xc-3dv,484.1886116991581
Xc-4dv,484.1886116991581
Xc-5dv,484.1886116991581
Xc-6dv,484.1886116991581
Xpc-4d,484.1886116991581
Xpc-5d,484.1886116991581
Xpc-6d,484.1886116991581
Xpc-4dv,484.1886116991581
Xpc-5dv,484.1886116991581
Xpc-6dv,484.1886116991581
Xp-0d,484.1886116991581
Xp-1d,484.1886116991581
Xp-2d,484.1886116991581
Xp-3d,484.1886116991581
Xp-4d,484.1886116991581
Xp-5d,484.1886116991581
Xp-6d,484.1886116991581
Xp-7d,484.1886116991581
AXp-0d,484.1886116991581
AXp-1d,484.1886116991581
Xp-1dv,484.1886116991581
Xp-2dv,484.1886116991581
Xp-3dv,484.1886116991581
Xp-4dv,484.1886116991581
Xp-5dv,484.1886116991581
Xp-6dv,484.1886116991581
Xp-7dv,484.1886116991581
AXp-1dv,484.1886116991581
SZ,484.1886116991581
Sm,484.1886116991581
Sv,484.1886116991581
Sse,484.1886116991581
Spe,484.1886116991581
Sare,484.1886116991581
Sp,484.1886116991581
Si,484.1886116991581
MZ,484.1886116991581
Mm,484.1886116991581
Mv,484.1886116991581
Mse,484.1886116991581
Mpe,484.1886116991581
Mare,484.1886116991581
Mp,484.1886116991581
Mi,484.1886116991581
SpAbs_D,484.1886116991581
SpMax_D,484.1886116991581
SpDiam_D,484.1886116991581
SpAD_D,484.1886116991581
SpMAD_D,484.1886116991581
LogEE_D,484.1886116991581
VE1_D,484.1886116991581
VE2_D,484.1886116991581
VE3_D,484.1886116991581
VR1_D,484.1886116991581
VR2_D,484.1886116991581
VR3_D,484.1886116991581
NsLi,0.0
